accuracy_difference,aggregation,between_draw_variance,ci95_high,ci95_low,clusters,comparator,corpus,dlogppl,draw,effect,form,json_pointer,method,model,p_adjusted,p_raw,policy,raw_ppl_comparator,raw_ppl_method,record_type,resolution,source_path,source_sha256,stream_label,windows,within_evaluation_variance_mean
,,,0.0009895062173699409,-0.005491208566325926,231,four_over_six,c4,-0.001891376311111268,seed0,-0.001891376311111268,,/models/llama8b/quality/n8_c4/per_draw/0,n8_k2,llama8b,,0.24137586241375864,,9.825367612898917,9.806801708438497,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:llama8b:seed0:n8:c4,256,
,,,0.004742006260702987,-0.0003323736378500794,231,four_over_six,c4,0.0024961886763693163,draw1,0.0024961886763693163,,/models/llama8b/quality/n8_c4/per_draw/1,n8_k2_draw1,llama8b,,0.0805919408059194,,9.825367612898917,9.849924220487368,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:llama8b:draw1:n8:c4,256,
,,,0.0005812535451058656,-0.00487602427692499,231,four_over_six,c4,-0.0018030085491362838,draw2,-0.0018030085491362838,,/models/llama8b/quality/n8_c4/per_draw/2,n8_k2_draw2,llama8b,,0.16678332166783322,,9.825367612898917,9.807668351848717,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:llama8b:draw2:n8:c4,256,
,,,0.002798426817946056,-0.00418125812028884,231,four_over_six,c4,-0.00033188718229970756,draw3,-0.00033188718229970756,,/models/llama8b/quality/n8_c4/per_draw/3,n8_k2_draw3,llama8b,,0.9113088691130887,,9.825367612898917,9.822107240394667,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:llama8b:draw3:n8:c4,256,
,,,0.008365358351104909,0.0014325260564154471,231,four_over_six,c4,0.004887357182101682,draw4,0.004887357182101682,,/models/llama8b/quality/n8_c4/per_draw/4,n8_k2_draw4,llama8b,,0.0059994000599940004,,9.825367612898917,9.873505230916242,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:llama8b:draw4:n8:c4,256,
,,,0.0024611112283341877,-0.0019975764210547835,53,four_over_six,wiki,0.0002131673450379573,seed0,0.0002131673450379573,,/models/llama8b/quality/n8_wiki/per_draw/0,n8_k2,llama8b,,0.8477152284771523,,6.8754007343996815,6.876866501541597,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:llama8b:seed0:n8:wiki,141,
,,,0.008770133411705027,0.004189103202165716,53,four_over_six,wiki,0.006333767893577266,draw1,0.006333767893577266,,/models/llama8b/quality/n8_wiki/per_draw/1,n8_k2_draw1,llama8b,,0.00019998000199980003,,6.8754007343996815,6.919086127353933,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:llama8b:draw1:n8:wiki,141,
,,,0.003591178867046328,-0.0009641642268412217,53,four_over_six,wiki,0.0012720076287580707,draw2,0.0012720076287580707,,/models/llama8b/quality/n8_wiki/per_draw/2,n8_k2_draw2,llama8b,,0.26417358264173585,,6.8754007343996815,6.8841518611546535,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:llama8b:draw2:n8:wiki,141,
,,,0.00416371570244684,-7.155881782664187e-05,53,four_over_six,wiki,0.0020688654698228855,draw3,0.0020688654698228855,,/models/llama8b/quality/n8_wiki/per_draw/3,n8_k2_draw3,llama8b,,0.05679432056794321,,6.8754007343996815,6.8896397377826695,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:llama8b:draw3:n8:wiki,141,
,,,0.014621726862089042,0.009654330782843376,53,four_over_six,wiki,0.012040839815425766,draw4,0.012040839815425766,,/models/llama8b/quality/n8_wiki/per_draw/4,n8_k2_draw4,llama8b,,0.00019998000199980003,,6.8754007343996815,6.958686743814532,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:llama8b:draw4:n8:wiki,141,
,,,-0.0020426236923459812,-0.0036103668449918684,235,four_over_six,c4,-0.0028344097823077663,seed0,-0.0028344097823077663,,/models/mistral7b/quality/n16_c4/per_draw/0,n16_k2,mistral7b,,0.00019998000199980003,,8.067409980198462,8.044576010133863,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:seed0:n16:c4,256,
,,,-0.002087265906514158,-0.003441872324254128,235,four_over_six,c4,-0.0027655239404919055,draw1,-0.0027655239404919055,,/models/mistral7b/quality/n16_c4/per_draw/1,n16_k2_draw1,mistral7b,,0.00019998000199980003,,8.067409980198462,8.045130186611617,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw1:n16:c4,256,
,,,-0.0017423863993758586,-0.003080874366808634,235,four_over_six,c4,-0.0024141402775294404,draw2,-0.0024141402775294404,,/models/mistral7b/quality/n16_c4/per_draw/2,n16_k2_draw2,mistral7b,,0.00019998000199980003,,8.067409980198462,8.047957610651805,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw2:n16:c4,256,
,,,-0.0020512087204051233,-0.003463772201283264,235,four_over_six,c4,-0.0027565071277992096,draw3,-0.0027565071277992096,,/models/mistral7b/quality/n16_c4/per_draw/3,n16_k2_draw3,mistral7b,,0.00019998000199980003,,8.067409980198462,8.045202728370649,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw3:n16:c4,256,
,,,-0.0014644866399665417,-0.002898611970308221,235,four_over_six,c4,-0.002202220737294594,draw4,-0.002202220737294594,,/models/mistral7b/quality/n16_c4/per_draw/4,n16_k2_draw4,mistral7b,,0.00019998000199980003,,8.067409980198462,8.049663310857726,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw4:n16:c4,256,
,,,-0.0038864095907190114,-0.005664069950298105,57,four_over_six,wiki,-0.0047794860627591315,seed0,-0.0047794860627591315,,/models/mistral7b/quality/n16_wiki/per_draw/0,n16_k2,mistral7b,,0.00019998000199980003,,5.5233090581954585,5.496973464964951,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:seed0:n16:wiki,163,
,,,-0.004081308054150761,-0.006029862331690111,57,four_over_six,wiki,-0.005082273545897498,draw1,-0.005082273545897498,,/models/mistral7b/quality/n16_wiki/per_draw/1,n16_k2_draw1,mistral7b,,0.00019998000199980003,,5.5233090581954585,5.495309302161162,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw1:n16:wiki,163,
,,,-0.003274536131033152,-0.005287581386222636,57,four_over_six,wiki,-0.0043192630023960584,draw2,-0.0043192630023960584,,/models/mistral7b/quality/n16_wiki/per_draw/2,n16_k2_draw2,mistral7b,,0.00019998000199980003,,5.5233090581954585,5.499503881149007,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw2:n16:wiki,163,
,,,-0.004438604406445259,-0.006721300594348782,57,four_over_six,wiki,-0.005602862779178535,draw3,-0.005602862779178535,,/models/mistral7b/quality/n16_wiki/per_draw/3,n16_k2_draw3,mistral7b,,0.00019998000199980003,,5.5233090581954585,5.492449247826244,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw3:n16:wiki,163,
,,,-0.00382681945283918,-0.005638850110209958,57,four_over_six,wiki,-0.0047425413787984035,draw4,-0.0047425413787984035,,/models/mistral7b/quality/n16_wiki/per_draw/4,n16_k2_draw4,mistral7b,,0.00019998000199980003,,5.5233090581954585,5.497176552663833,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw4:n16:wiki,163,
,,,-0.002034432599712208,-0.0035018739576803187,235,four_over_six,c4,-0.002760080284881555,seed0,-0.002760080284881555,,/models/mistral7b/quality/n8_c4/per_draw/0,n8_k2,mistral7b,,0.00019998000199980003,,8.067409980198462,8.0451739816489,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:seed0:n8:c4,256,
,,,-0.002248236572023609,-0.0036599235496595807,235,four_over_six,c4,-0.002957935719417403,draw1,-0.002957935719417403,,/models/mistral7b/quality/n8_c4/per_draw/1,n8_k2_draw1,mistral7b,,0.00019998000199980003,,8.067409980198462,8.043582357715753,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw1:n8:c4,256,
,,,-0.0018761202404590628,-0.003707257579042822,235,four_over_six,c4,-0.0028545312909805734,draw2,-0.0028545312909805734,,/models/mistral7b/quality/n8_c4/per_draw/2,n8_k2_draw2,mistral7b,,0.00019998000199980003,,8.067409980198462,8.04441414275642,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw2:n8:c4,256,
,,,-0.00286946779319676,-0.004462884013996384,235,four_over_six,c4,-0.003661010724461942,draw3,-0.003661010724461942,,/models/mistral7b/quality/n8_c4/per_draw/3,n8_k2_draw3,mistral7b,,0.00019998000199980003,,8.067409980198462,8.037929103572747,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw3:n8:c4,256,
,,,-0.0013002009648401156,-0.0032150960892961405,235,four_over_six,c4,-0.0023315266162029307,draw4,-0.0023315266162029307,,/models/mistral7b/quality/n8_c4/per_draw/4,n8_k2_draw4,mistral7b,,0.00039996000399960006,,8.067409980198462,8.048622509360703,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw4:n8:c4,256,
,,,-0.004281630566963696,-0.0060187867398676055,57,four_over_six,wiki,-0.00515842020374354,seed0,-0.00515842020374354,,/models/mistral7b/quality/n8_wiki/per_draw/0,n8_k2,mistral7b,,0.00019998000199980003,,5.5233090581954585,5.494890868655329,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:seed0:n8:wiki,163,
,,,-0.0035810780054370537,-0.005660564748446099,57,four_over_six,wiki,-0.004607366940206119,draw1,-0.004607366940206119,,/models/mistral7b/quality/n8_wiki/per_draw/1,n8_k2_draw1,mistral7b,,0.00019998000199980003,,5.5233090581954585,5.497919680643006,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw1:n8:wiki,163,
,,,-0.002898982545074395,-0.004486981167191315,57,four_over_six,wiki,-0.003699436639628346,draw2,-0.003699436639628346,,/models/mistral7b/quality/n8_wiki/per_draw/2,n8_k2_draw2,mistral7b,,0.00019998000199980003,,5.5233090581954585,5.502913675267657,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw2:n8:wiki,163,
,,,-0.004936832583114541,-0.006754452633065285,57,four_over_six,wiki,-0.005842656341042547,draw3,-0.005842656341042547,,/models/mistral7b/quality/n8_wiki/per_draw/3,n8_k2_draw3,mistral7b,,0.00019998000199980003,,5.5233090581954585,5.491132351755661,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw3:n8:wiki,163,
,,,-0.0038339714519346983,-0.0056026025526746395,57,four_over_six,wiki,-0.004712965109246339,draw4,-0.004712965109246339,,/models/mistral7b/quality/n8_wiki/per_draw/4,n8_k2_draw4,mistral7b,,0.00019998000199980003,,5.5233090581954585,5.497339141043699,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:mistral7b:draw4:n8:wiki,163,
,,,-0.0006895835593968194,-0.002316062374512164,231,four_over_six,c4,-0.001496511009756602,seed0,-0.001496511009756602,,/models/olmo2_13b/quality/n16_c4/per_draw/0,n16_k2,olmo2_13b,,0.0007999200079992001,,10.089248690353495,10.074161310638862,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:seed0:n16:c4,256,
,,,8.734233437250534e-05,-0.0016324763076757765,231,four_over_six,c4,-0.0007818273455723846,draw1,-0.0007818273455723846,,/models/olmo2_13b/quality/n16_c4/per_draw/1,n16_k2_draw1,olmo2_13b,,0.07899210078992101,,10.089248690353495,10.08136372257443,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:draw1:n16:c4,256,
,,,-0.0003424882546023573,-0.0019655750599139768,231,four_over_six,c4,-0.0011558723553532018,draw2,-0.0011558723553532018,,/models/olmo2_13b/quality/n16_c4/per_draw/2,n16_k2_draw2,olmo2_13b,,0.004399560043995601,,10.089248690353495,10.07759354393444,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:draw2:n16:c4,256,
,,,-0.0004292998624212533,-0.0020172277682919274,231,four_over_six,c4,-0.0012266986011317633,draw3,-0.0012266986011317633,,/models/olmo2_13b/quality/n16_c4/per_draw/3,n16_k2_draw3,olmo2_13b,,0.0027997200279972004,,10.089248690353495,10.07687981109305,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:draw3:n16:c4,256,
,,,-0.001112167558013889,-0.002501629242971923,231,four_over_six,c4,-0.0018037634093158498,draw4,-0.0018037634093158498,,/models/olmo2_13b/quality/n16_c4/per_draw/4,n16_k2_draw4,olmo2_13b,,0.00019998000199980003,,10.089248690353495,10.071066475874659,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:draw4:n16:c4,256,
,,,-0.0034747317081334785,-0.0071604427165886326,54,four_over_six,wiki,-0.005409306637845444,seed0,-0.005409306637845444,,/models/olmo2_13b/quality/n16_wiki/per_draw/0,n16_k2,olmo2_13b,,0.00019998000199980003,,5.346195988750768,5.3173548509065,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:seed0:n16:wiki,141,
,,,-0.0025276198092151004,-0.006703806455013086,54,four_over_six,wiki,-0.004620723675812388,draw1,-0.004620723675812388,,/models/olmo2_13b/quality/n16_wiki/per_draw/1,n16_k2_draw1,olmo2_13b,,0.00019998000199980003,,5.346195988750768,5.321549680113049,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:draw1:n16:wiki,141,
,,,-0.0027370822205237413,-0.006201014226642299,54,four_over_six,wiki,-0.004418028817461229,draw2,-0.004418028817461229,,/models/olmo2_13b/quality/n16_wiki/per_draw/2,n16_k2_draw2,olmo2_13b,,0.00019998000199980003,,5.346195988750768,5.3226284401975335,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:draw2:n16:wiki,141,
,,,-0.0020929087303237707,-0.006252505717085066,54,four_over_six,wiki,-0.00420326609643162,draw3,-0.00420326609643162,,/models/olmo2_13b/quality/n16_wiki/per_draw/3,n16_k2_draw3,olmo2_13b,,0.00039996000399960006,,5.346195988750768,5.323771665121035,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:draw3:n16:wiki,141,
,,,-0.0030020150666091533,-0.007000140859444408,54,four_over_six,wiki,-0.005115931401368354,draw4,-0.005115931401368354,,/models/olmo2_13b/quality/n16_wiki/per_draw/4,n16_k2_draw4,olmo2_13b,,0.00019998000199980003,,5.346195988750768,5.318915059995484,paired_dlogppl,n16,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:draw4:n16:wiki,141,
,,,-0.00031914870598167693,-0.002001621157273618,231,four_over_six,c4,-0.0011687953103858624,seed0,-0.0011687953103858624,,/models/olmo2_13b/quality/n8_c4/per_draw/0,n8_k2,olmo2_13b,,0.0071992800719928,,10.089248690353495,10.077463312487724,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:seed0:n8:c4,256,
,,,0.0018808113177129345,-3.9525951475778156e-05,231,four_over_six,c4,0.0009208105779956355,draw1,0.0009208105779956355,,/models/olmo2_13b/quality/n8_c4/per_draw/1,n8_k2_draw1,olmo2_13b,,0.06059394060593941,,10.089248690353495,10.098543255881996,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:draw1:n8:c4,256,
,,,0.0011215826599967518,-0.000718026217402353,231,four_over_six,c4,0.0002082775895993341,draw2,0.0002082775895993341,,/models/olmo2_13b/quality/n8_c4/per_draw/2,n8_k2_draw2,olmo2_13b,,0.654934506549345,,10.089248690353495,10.091350273600323,paired_dlogppl,n8,runs/P30_analysis_attempt1/analysis_draws/P30_FIVE_DRAW_ANALYSIS.json,82ee1420d7a98f797e0ace23fc489e854bb2a6b6cef0d9554022cfcfc0b1a7e4,P30:olmo2_13b:draw2:n8:c4,256,
