model,draw,policy,task,metric,samples,value,status,delta_vs_baseline,uncertainty
qwen4b,seed0,joint,arc_challenge,acc_norm,1172,0.5051194539249146,raw_samples_verified,0.014505119453924853,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,baseline,hellaswag,acc_norm,10042,0.6619199362676758,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,joint,hellaswag,acc_norm,10042,0.6701852220673172,raw_samples_verified,0.008265285799641475,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,baseline,openbookqa,acc_norm,500,0.388,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,joint,openbookqa,acc_norm,500,0.38,raw_samples_verified,-0.008000000000000007,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,baseline,boolq,acc,3270,0.8314984709480122,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,joint,boolq,acc,3270,0.8397553516819571,raw_samples_verified,0.008256880733944927,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,baseline,winogrande,acc,1267,0.6290449881610103,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,joint,winogrande,acc,1267,0.6503551696921863,raw_samples_verified,0.02131018153117603,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,baseline,piqa,acc_norm,1838,0.7295973884657236,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,joint,piqa,acc_norm,1838,0.7372143634385201,raw_samples_verified,0.007616974972796453,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,baseline,mmlu,acc,14042,0.6615866685657313,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
qwen4b,seed0,joint,mmlu,acc,14042,0.6615866685657313,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,baseline,arc_easy,acc_norm,2376,0.7807239057239057,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,joint,arc_easy,acc_norm,2376,0.7849326599326599,raw_samples_verified,0.004208754208754217,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,baseline,arc_challenge,acc_norm,1172,0.5204778156996587,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,joint,arc_challenge,acc_norm,1172,0.5221843003412969,raw_samples_verified,0.0017064846416382506,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,baseline,hellaswag,acc_norm,10042,0.8042222664807808,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,joint,hellaswag,acc_norm,10042,0.8037243576976698,raw_samples_verified,-0.0004979087831109563,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,baseline,openbookqa,acc_norm,500,0.466,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,joint,openbookqa,acc_norm,500,0.474,raw_samples_verified,0.007999999999999952,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,baseline,boolq,acc,3270,0.8061162079510703,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,joint,boolq,acc,3270,0.8107033639143731,raw_samples_verified,0.004587155963302836,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,baseline,winogrande,acc,1267,0.7348066298342542,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,joint,winogrande,acc,1267,0.7371744277821626,raw_samples_verified,0.0023677979479084232,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,baseline,piqa,acc_norm,1838,0.8177366702937976,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,joint,piqa,acc_norm,1838,0.8144722524483133,raw_samples_verified,-0.0032644178454842576,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,baseline,mmlu,acc,14042,0.5735650192280302,raw_samples_verified,0.0,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
mistral7b,seed0,joint,mmlu,acc,14042,0.5754878222475431,raw_samples_verified,0.0019228030195129753,Not newly estimated; points only. No accuracy safety/non-inferiority claim from this audit.
